Jobclass,Job,age,Education-level,marital-status,race,gender,hours-per-week,native-country,income
Private,Exec-managerial,67,Doctorate,Divorced,White,Male,60,United-States,>50K
Private,Prof-specialty,26,Masters,Never-married,White,Female,40,United-States,<=50K
Private,Exec-managerial,58,Masters,Married-A-spouse,White,Male,60,United-States,>50K
Private,Adm-clerical,48,Assoc-voc,Married-A-spouse,White,Male,40,United-States,>50K
Private,Prof-specialty,25,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Prof-specialty,25,Bachelors,Never-married,White,Male,48,United-States,<=50K
Private,Handlers-cleaners,25,Some-college,Never-married,White,Male,50,United-States,<=50K
Private,Handlers-cleaners,18,HS-grad,Never-married,White,Male,12,United-States,<=50K
Private,Sales,36,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Self-emp-not-inc,Craft-repair,45,11th,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Craft-repair,34,HS-grad,Never-married,White,Male,40,United-States,<=50K
Self-emp-inc,Sales,68,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,37,Some-college,Never-married,White,Male,50,Guatemala,<=50K
Private,Exec-managerial,21,Some-college,Never-married,Asian-Pac-Islander,Male,15,United-States,<=50K
Private,Prof-specialty,49,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Prof-specialty,39,Masters,Never-married,White,Female,50,United-States,<=50K
Private,Exec-managerial,41,Doctorate,Married-A-spouse,White,Female,40,United-States,>50K
Private,Exec-managerial,35,Masters,Married-A-spouse,White,Male,50,United-States,>50K
Local-gov,Other-service,29,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,29,9th,Separated,White,Female,40,United-States,<=50K
Local-gov,Prof-specialty,54,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-not-inc,Sales,32,Bachelors,Never-married,White,Male,45,?,>50K
Private,Other-service,18,11th,Never-married,White,Male,30,United-States,<=50K
Private,Adm-clerical,30,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
?,?,66,10th,Married-A-spouse,White,Male,15,United-States,>50K
Local-gov,Adm-clerical,23,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,36,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Prof-specialty,34,Some-college,Married-A-spouse,White,Male,45,United-States,<=50K
Self-emp-not-inc,Farming-fishing,39,Assoc-voc,Married-A-spouse,White,Male,60,United-States,<=50K
Local-gov,Handlers-cleaners,26,10th,Never-married,Black,Male,40,United-States,<=50K
Private,Craft-repair,78,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,28,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Adm-clerical,51,Some-college,Married-A-spouse,White,Female,40,United-States,<=50K
Local-gov,Protective-serv,33,Some-college,Married-A-spouse,White,Male,50,United-States,>50K
?,?,44,11th,Divorced,Black,Female,40,United-States,<=50K
Private,Prof-specialty,34,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-not-inc,Prof-specialty,33,Prof-school,Married-A-spouse,White,Male,50,United-States,>50K
Private,Sales,28,Masters,Married-A-spouse,White,Male,60,United-States,>50K
Private,Handlers-cleaners,55,9th,Married-A-spouse,Black,Male,4,United-States,<=50K
Private,Machine-op-inspct,30,Assoc-voc,Never-married,White,Male,45,United-States,<=50K
Private,Craft-repair,45,HS-grad,Married-C-spouse,White,Male,40,Poland,<=50K
Private,Craft-repair,46,Assoc-voc,Married-A-spouse,Black,Male,40,United-States,>50K
Private,Adm-clerical,17,11th,Never-married,White,Female,7,United-States,<=50K
Private,Machine-op-inspct,40,11th,Married-A-spouse,White,Male,40,Puerto-Rico,<=50K
Local-gov,Prof-specialty,44,Masters,Divorced,White,Female,50,United-States,>50K
Private,Sales,56,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-inc,Sales,69,Assoc-acdm,Married-A-spouse,White,Male,40,United-States,>50K
Private,Transport-moving,41,1st-4th,Married-A-spouse,White,Male,40,Mexico,<=50K
Local-gov,Other-service,47,11th,Divorced,Black,Male,40,United-States,<=50K
Private,Transport-moving,33,11th,Married-A-spouse,White,Male,40,Mexico,<=50K
State-gov,Prof-specialty,25,Bachelors,Never-married,White,Male,20,United-States,<=50K
Private,Handlers-cleaners,42,7th-8th,Widowed,White,Female,35,United-States,<=50K
?,?,65,Bachelors,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Prof-specialty,24,Assoc-voc,Never-married,White,Female,40,United-States,<=50K
Federal-gov,Prof-specialty,48,Bachelors,Widowed,Amer-Indian-Eskimo,Female,40,United-States,<=50K
Self-emp-inc,Exec-managerial,82,7th-8th,Widowed,White,Female,40,United-States,<=50K
Private,Sales,36,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Prof-specialty,34,Prof-school,Never-married,White,Female,40,United-States,>50K
Private,Transport-moving,28,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,65,Some-college,Married-A-spouse,Asian-Pac-Islander,Male,40,United-States,>50K
Self-emp-not-inc,Transport-moving,66,Some-college,Married-A-spouse,Black,Male,60,United-States,<=50K
Private,Craft-repair,40,Some-college,Never-married,Amer-Indian-Eskimo,Male,30,United-States,<=50K
Private,Sales,66,Some-college,Married-A-spouse,White,Male,40,?,<=50K
Private,Machine-op-inspct,37,5th-6th,Married-A-spouse,White,Male,40,El-Salvador,<=50K
Private,Sales,34,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Prof-specialty,41,Masters,Widowed,White,Female,20,United-States,<=50K
Private,Exec-managerial,43,Masters,Married-A-spouse,Black,Female,50,United-States,>50K
Private,Transport-moving,20,HS-grad,Never-married,White,Male,45,Canada,<=50K
Private,Prof-specialty,59,Masters,Married-A-spouse,White,Female,10,United-States,<=50K
Private,Machine-op-inspct,48,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
State-gov,Prof-specialty,45,Assoc-voc,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,28,HS-grad,Married-A-spouse,White,Male,48,United-States,<=50K
Private,Adm-clerical,43,Bachelors,Separated,White,Female,35,United-States,<=50K
Private,Other-service,18,Some-college,Never-married,Black,Female,15,Haiti,<=50K
?,?,34,HS-grad,Divorced,White,Male,40,United-States,<=50K
Self-emp-inc,Prof-specialty,55,Doctorate,Married-A-spouse,White,Male,60,United-States,<=50K
Local-gov,Other-service,21,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,47,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,45,Assoc-acdm,Never-married,White,Female,40,United-States,<=50K
Private,Other-service,61,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Craft-repair,23,10th,Never-married,White,Male,40,United-States,<=50K
State-gov,Prof-specialty,44,Masters,Separated,White,Female,40,United-States,<=50K
Private,Exec-managerial,45,HS-grad,Married-A-spouse,White,Female,50,United-States,>50K
State-gov,Adm-clerical,35,Bachelors,Never-married,White,Female,40,United-States,<=50K
?,?,17,10th,Never-married,White,Female,15,United-States,<=50K
Private,Exec-managerial,49,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Protective-serv,40,Bachelors,Married-A-spouse,Black,Male,40,United-States,>50K
Self-emp-not-inc,Prof-specialty,28,Masters,Never-married,White,Male,40,United-States,<=50K
Self-emp-inc,Exec-managerial,33,Some-college,Never-married,White,Female,60,United-States,<=50K
State-gov,Craft-repair,31,Assoc-voc,Never-married,White,Male,40,United-States,<=50K
Local-gov,Prof-specialty,38,Assoc-acdm,Never-married,White,Male,40,United-States,<=50K
Private,Sales,62,10th,Divorced,White,Female,35,United-States,<=50K
Private,Handlers-cleaners,40,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,61,HS-grad,Divorced,White,Female,40,United-States,<=50K
Federal-gov,Adm-clerical,42,Masters,Married-A-spouse,White,Female,40,United-States,>50K
?,?,19,Some-college,Never-married,Asian-Pac-Islander,Male,2,South,<=50K
Local-gov,Prof-specialty,32,Bachelors,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Transport-moving,52,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Prof-specialty,34,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,37,Assoc-acdm,Never-married,White,Female,50,United-States,>50K
Private,Exec-managerial,30,Bachelors,Never-married,White,Male,45,United-States,>50K
Private,Craft-repair,27,Assoc-voc,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,25,HS-grad,Never-married,White,Female,35,United-States,<=50K
Private,Transport-moving,32,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Self-emp-inc,Exec-managerial,47,Bachelors,Divorced,White,Female,60,United-States,>50K
Private,Adm-clerical,43,Some-college,Never-married,White,Male,38,United-States,>50K
Local-gov,Prof-specialty,50,Masters,Married-A-spouse,White,Male,36,United-States,>50K
Federal-gov,Prof-specialty,42,Assoc-acdm,Separated,White,Female,40,United-States,>50K
Private,Craft-repair,31,11th,Never-married,White,Male,30,United-States,<=50K
Private,Transport-moving,43,HS-grad,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Other-service,37,HS-grad,Never-married,Asian-Pac-Islander,Female,17,United-States,<=50K
Private,Adm-clerical,58,Bachelors,Divorced,White,Male,40,United-States,<=50K
Private,Sales,32,Some-college,Divorced,White,Female,38,United-States,<=50K
Private,Prof-specialty,35,Masters,Never-married,White,Female,38,United-States,>50K
Self-emp-not-inc,Farming-fishing,40,Some-college,Married-A-spouse,White,Male,60,United-States,<=50K
Self-emp-not-inc,Other-service,39,HS-grad,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Sales,51,Masters,Married-A-spouse,White,Male,55,United-States,>50K
Private,Exec-managerial,42,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Private,Sales,27,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Adm-clerical,69,HS-grad,Widowed,White,Female,30,United-States,<=50K
Private,Priv-house-serv,74,Assoc-voc,Widowed,White,Female,40,United-States,<=50K
Private,Exec-managerial,36,Assoc-acdm,Married-A-spouse,White,Male,43,United-States,>50K
?,?,23,Some-college,Never-married,White,Female,23,Iran,<=50K
Local-gov,Transport-moving,48,5th-6th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Prof-specialty,38,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,68,9th,Married-A-spouse,White,Male,24,United-States,<=50K
State-gov,Prof-specialty,40,Prof-school,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,23,9th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,48,HS-grad,Divorced,White,Male,40,United-States,<=50K
Local-gov,Prof-specialty,47,Masters,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,55,HS-grad,Widowed,White,Male,51,United-States,<=50K
State-gov,Adm-clerical,22,Some-college,Never-married,White,Female,17,United-States,<=50K
Private,Craft-repair,49,HS-grad,Married-A-spouse,White,Male,40,Nicaragua,<=50K
Private,Sales,51,HS-grad,Widowed,White,Female,40,United-States,<=50K
Self-emp-inc,Exec-managerial,42,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,31,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Local-gov,Prof-specialty,67,HS-grad,Married-A-spouse,White,Male,24,United-States,<=50K
?,?,27,Bachelors,Never-married,Black,Male,45,United-States,<=50K
Self-emp-not-inc,Transport-moving,59,Masters,Married-A-spouse,White,Male,15,United-States,<=50K
Private,Priv-house-serv,66,HS-grad,Widowed,White,Female,25,United-States,<=50K
Private,Exec-managerial,28,Assoc-voc,Never-married,White,Male,60,United-States,>50K
Self-emp-not-inc,Farming-fishing,33,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Local-gov,Prof-specialty,44,Bachelors,Never-married,White,Male,55,United-States,<=50K
Private,Prof-specialty,39,Masters,Married-A-spouse,Black,Male,45,United-States,>50K
Local-gov,Craft-repair,39,Bachelors,Married-A-spouse,White,Male,42,United-States,<=50K
Private,Exec-managerial,46,HS-grad,Divorced,White,Female,38,United-States,>50K
Private,Farming-fishing,19,Preschool,Never-married,White,Male,36,Mexico,<=50K
Self-emp-not-inc,Craft-repair,44,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Sales,24,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,48,HS-grad,Never-married,Black,Female,42,United-States,<=50K
Private,Handlers-cleaners,27,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Prof-specialty,44,Some-college,Divorced,White,Male,35,United-States,<=50K
Private,Adm-clerical,30,HS-grad,Never-married,White,Female,35,Ireland,<=50K
Federal-gov,Prof-specialty,32,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Protective-serv,49,Masters,Married-A-spouse,White,Male,78,United-States,>50K
Self-emp-not-inc,Sales,37,Preschool,Married-A-spouse,White,Male,30,Mexico,<=50K
Private,Exec-managerial,24,Bachelors,Never-married,White,Female,60,United-States,>50K
Private,Adm-clerical,19,Some-college,Never-married,White,Female,20,United-States,<=50K
Private,Adm-clerical,20,Some-college,Never-married,White,Female,10,United-States,<=50K
Private,Exec-managerial,25,Assoc-acdm,Never-married,White,Male,45,United-States,<=50K
Private,Machine-op-inspct,29,Some-college,Divorced,Black,Male,40,United-States,<=50K
Private,Exec-managerial,43,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Local-gov,Tech-support,35,Assoc-acdm,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Protective-serv,47,Some-college,Married-A-spouse,White,Male,48,United-States,>50K
Private,Craft-repair,53,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Farming-fishing,27,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,32,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Craft-repair,36,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Sales,55,7th-8th,Married-A-spouse,White,Male,80,United-States,<=50K
Private,Transport-moving,41,10th,Married-A-spouse,White,Male,70,United-States,<=50K
Self-emp-not-inc,Prof-specialty,49,Doctorate,Divorced,White,Male,63,Canada,>50K
Private,Craft-repair,36,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,62,Bachelors,Married-A-spouse,White,Male,28,United-States,<=50K
Private,Craft-repair,44,HS-grad,Married-A-spouse,White,Male,72,United-States,<=50K
Self-emp-not-inc,Exec-managerial,69,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Adm-clerical,22,Some-college,Never-married,Asian-Pac-Islander,Female,40,Philippines,<=50K
Private,Craft-repair,36,HS-grad,Married-A-spouse,White,Male,25,United-States,<=50K
Private,Sales,58,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Craft-repair,32,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,19,Some-college,Never-married,White,Male,25,United-States,<=50K
Private,Sales,27,Some-college,Divorced,White,Female,35,United-States,<=50K
?,?,19,Some-college,Never-married,White,Male,28,United-States,<=50K
Private,Craft-repair,35,HS-grad,Never-married,Other,Male,40,Puerto-Rico,<=50K
Private,Sales,58,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,18,Some-college,Never-married,White,Female,20,United-States,<=50K
Self-emp-not-inc,Tech-support,48,Assoc-voc,Divorced,Black,Female,10,United-States,<=50K
Private,Machine-op-inspct,22,10th,Never-married,White,Male,40,Mexico,<=50K
Private,Handlers-cleaners,39,HS-grad,Divorced,White,Male,40,United-States,<=50K
Self-emp-not-inc,Sales,47,Bachelors,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Handlers-cleaners,23,5th-6th,Never-married,White,Male,40,Mexico,<=50K
Private,Prof-specialty,40,Assoc-voc,Never-married,White,Female,36,United-States,<=50K
Private,Adm-clerical,35,Assoc-voc,Married-A-spouse,White,Female,40,Germany,<=50K
?,?,20,Some-college,Never-married,White,Male,32,United-States,<=50K
Private,Sales,41,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Machine-op-inspct,27,HS-grad,Never-married,Black,Female,35,United-States,<=50K
Private,Exec-managerial,58,Masters,Married-A-spouse,White,Male,50,United-States,>50K
Private,Adm-clerical,38,Some-college,Divorced,White,Female,40,United-States,<=50K
State-gov,Adm-clerical,40,Bachelors,Divorced,Black,Female,40,United-States,<=50K
Private,Priv-house-serv,29,HS-grad,Separated,Black,Female,55,United-States,<=50K
State-gov,Exec-managerial,28,Assoc-voc,Never-married,Black,Female,40,Germany,<=50K
Private,Adm-clerical,35,Some-college,Never-married,White,Male,40,United-States,<=50K
